epoch,trainLoss,trainAcc,secondOrderAcc,vocabSize50,vocabSize80
0,3.349027156829834,0.06666667014360428,0.2365,1,1
1,3.18676495552063,0.07999999821186066,0.3065,2,0
2,3.131699562072754,0.07555555552244186,0.2745,0,0
3,3.079104423522949,0.1066666692495346,0.21,1,0
4,3.033781051635742,0.1111111119389534,0.3195,2,0
5,2.988145351409912,0.11555555462837219,0.22,2,1
6,2.946864128112793,0.12444444745779037,0.3145,2,1
7,2.9102559089660645,0.1733333319425583,0.365,2,1
8,2.857797145843506,0.14222222566604614,0.391,3,0
9,2.814816951751709,0.14222222566604614,0.4065,3,0
10,2.8138058185577393,0.18222221732139587,0.327,3,1
11,2.7328176498413086,0.18222221732139587,0.3945,3,1
12,2.6868767738342285,0.24888889491558075,0.4715,4,2
13,2.660250425338745,0.2666666805744171,0.372,4,0
14,2.586467742919922,0.2933333218097687,0.419,5,1
15,2.524489164352417,0.25333333015441895,0.4035,4,2
16,2.4230453968048096,0.2933333218097687,0.4805,4,3
17,2.4852347373962402,0.3777777850627899,0.3865,5,2
18,2.2955825328826904,0.40888887643814087,0.51,7,4
19,2.2922275066375732,0.5111111402511597,0.463,9,3
20,2.174380302429199,0.5022222399711609,0.5265,9,3
21,2.1114156246185303,0.47555556893348694,0.5445,8,3
22,2.042512893676758,0.4533333480358124,0.4955,7,4
23,2.008920431137085,0.5644444227218628,0.505,10,2
24,1.9204471111297607,0.5644444227218628,0.5255,9,4
25,1.8592175245285034,0.5866666436195374,0.556,10,5
26,1.881462812423706,0.5911111235618591,0.478,10,4
27,1.750074028968811,0.6266666650772095,0.545,10,6
28,1.7962206602096558,0.5688889026641846,0.543,9,6
29,1.7365121841430664,0.6133333444595337,0.5535,9,6
30,1.6953368186950684,0.6399999856948853,0.548,10,6
31,1.7206411361694336,0.653333306312561,0.53,12,4
32,1.6618561744689941,0.5644444227218628,0.5805,9,5
33,1.559098482131958,0.6933333277702332,0.582,13,7
34,1.5432319641113281,0.7066666483879089,0.554,13,6
35,1.5096359252929688,0.6577777862548828,0.5935,11,5
36,1.5037425756454468,0.7155555486679077,0.5265,14,4
37,1.3684008121490479,0.7599999904632568,0.6115,14,8
38,1.3981534242630005,0.7599999904632568,0.5605,13,8
39,1.3100477457046509,0.7911111116409302,0.625,15,10
40,1.363629698753357,0.746666669845581,0.5475,14,8
41,1.291696310043335,0.8133333325386047,0.58,15,9
42,1.2690484523773193,0.8266666531562805,0.5865,14,11
43,1.211059331893921,0.8177777528762817,0.652,15,10
44,1.2089240550994873,0.7911111116409302,0.647,13,10
45,1.1532187461853027,0.8399999737739563,0.6315,13,11
46,1.0736302137374878,0.8666666746139526,0.6695,15,13
47,1.1239463090896606,0.8355555534362793,0.646,15,12
48,1.1560182571411133,0.7911111116409302,0.614,14,11
49,1.081283688545227,0.8222222328186035,0.6685,14,11
50,0.9965262413024902,0.8577777743339539,0.6955,15,12
51,1.1458988189697266,0.8799999952316284,0.5705,15,14
52,1.0407710075378418,0.9066666960716248,0.5885,15,15
53,0.9466193914413452,0.8933333158493042,0.663,15,13
54,0.9637976884841919,0.902222216129303,0.679,15,15
55,0.9569370746612549,0.8577777743339539,0.6995,15,12
56,1.0202544927597046,0.8666666746139526,0.6435,15,13
57,0.9487919211387634,0.902222216129303,0.6675,15,14
58,0.8918517827987671,0.9200000166893005,0.7215,15,15
59,0.823815107345581,0.9288889169692993,0.7165,15,15
60,0.8363635540008545,0.902222216129303,0.7205,15,14
61,0.8210465908050537,0.9377777576446533,0.681,15,15
62,0.8839104175567627,0.8844444155693054,0.7055,15,12
63,0.8098679184913635,0.9377777576446533,0.7075,15,15
64,0.7528126835823059,0.9422222375869751,0.674,15,15
65,0.794134795665741,0.9377777576446533,0.6085,15,15
66,0.7213603258132935,0.9377777576446533,0.689,15,15
67,0.6721630692481995,0.9422222375869751,0.73,15,15
68,0.803910493850708,0.9155555367469788,0.618,15,14
69,0.6986814737319946,0.9333333373069763,0.671,15,15
70,0.6704337000846863,0.9466666579246521,0.684,15,15
71,0.6314076781272888,0.9511111378669739,0.7075,15,15
72,0.668078601360321,0.9422222375869751,0.736,15,15
73,0.6236765384674072,0.9466666579246521,0.727,15,15
74,0.6414620876312256,0.9377777576446533,0.7,15,15
75,0.6708229780197144,0.9333333373069763,0.6945,15,15
76,0.6375524997711182,0.9422222375869751,0.71,15,15
77,0.594382107257843,0.9377777576446533,0.723,15,14
78,0.6918386816978455,0.9200000166893005,0.627,15,14
79,0.5940443277359009,0.9466666579246521,0.681,15,15
80,0.5646100044250488,0.9555555582046509,0.7445,15,15
81,0.5734769105911255,0.9466666579246521,0.6745,15,15
82,0.5723090171813965,0.9555555582046509,0.694,15,15
83,0.5315257906913757,0.9599999785423279,0.7435,15,15
84,0.5467615127563477,0.9555555582046509,0.747,15,15
85,0.5147709846496582,0.9733333587646484,0.719,15,15
86,0.5190436840057373,0.9644444584846497,0.7415,15,15
87,0.5819400548934937,0.9688888788223267,0.6365,15,15
88,0.5349172353744507,0.9644444584846497,0.6905,15,15
89,0.53920978307724,0.9555555582046509,0.642,15,15
90,0.4978930354118347,0.9599999785423279,0.7065,15,15
91,0.4820352792739868,0.9688888788223267,0.7035,15,15
92,0.4744263291358948,0.9644444584846497,0.689,15,15
93,0.45659106969833374,0.9644444584846497,0.6635,15,15
94,0.46210139989852905,0.9599999785423279,0.687,15,15
95,0.4826728105545044,0.9644444584846497,0.6745,15,15
96,0.46548837423324585,0.9733333587646484,0.6975,15,15
97,0.5193572044372559,0.9466666579246521,0.715,15,14
98,0.459358811378479,0.9688888788223267,0.694,15,15
99,0.4564412832260132,0.9644444584846497,0.7145,15,15
100,0.4330219626426697,0.9733333587646484,0.691,15,15
